,index,image_path,sign_shape,isVal,labels_num
24,24,./trafficsigns_dataset\diamond\rightofway\00060_00001.png,diamond,1,1
25,25,./trafficsigns_dataset\diamond\rightofway\00060_00002.png,diamond,1,1
26,26,./trafficsigns_dataset\diamond\rightofway\00063_00000.png,diamond,1,1
27,27,./trafficsigns_dataset\diamond\rightofway\00063_00001.png,diamond,1,1
28,28,./trafficsigns_dataset\diamond\rightofway\00063_00002.png,diamond,1,1
29,29,./trafficsigns_dataset\diamond\rightofway\00065_00000.png,diamond,1,1
30,30,./trafficsigns_dataset\diamond\rightofway\00065_00001.png,diamond,1,1
31,31,./trafficsigns_dataset\diamond\rightofway\00065_00002.png,diamond,1,1
32,32,./trafficsigns_dataset\diamond\rightofway\00068_00000.png,diamond,1,1
33,33,./trafficsigns_dataset\diamond\rightofway\00068_00001.png,diamond,1,1
34,34,./trafficsigns_dataset\diamond\rightofway\00092_00000.png,diamond,1,1
35,35,./trafficsigns_dataset\diamond\rightofway\00092_00001.png,diamond,1,1
36,36,./trafficsigns_dataset\diamond\rightofway\00092_00002.png,diamond,1,1
37,37,./trafficsigns_dataset\diamond\rightofway\00103_00000.png,diamond,1,1
38,38,./trafficsigns_dataset\diamond\rightofway\00103_00001.png,diamond,1,1
39,39,./trafficsigns_dataset\diamond\rightofway\00103_00002.png,diamond,1,1
40,40,./trafficsigns_dataset\diamond\rightofway\00111_00000.png,diamond,1,1
41,41,./trafficsigns_dataset\diamond\rightofway\00111_00001.png,diamond,1,1
42,42,./trafficsigns_dataset\diamond\rightofway\00111_00002.png,diamond,1,1
43,43,./trafficsigns_dataset\diamond\rightofway\00118_00000.png,diamond,1,1
44,44,./trafficsigns_dataset\diamond\rightofway\00118_00001.png,diamond,1,1
45,45,./trafficsigns_dataset\diamond\rightofway\00118_00002.png,diamond,1,1
46,46,./trafficsigns_dataset\diamond\rightofway\00121_00000.png,diamond,1,1
47,47,./trafficsigns_dataset\diamond\rightofway\00121_00001.png,diamond,1,1
48,48,./trafficsigns_dataset\diamond\rightofway\00121_00002.png,diamond,1,1
49,49,./trafficsigns_dataset\diamond\rightofway\00123_00000.png,diamond,1,1
50,50,./trafficsigns_dataset\diamond\rightofway\00123_00001.png,diamond,1,1
51,51,./trafficsigns_dataset\diamond\rightofway\00123_00002.png,diamond,1,1
52,52,./trafficsigns_dataset\diamond\rightofway\00192_00000.png,diamond,1,1
53,53,./trafficsigns_dataset\diamond\rightofway\00192_00001.png,diamond,1,1
54,54,./trafficsigns_dataset\diamond\rightofway\00192_00002.png,diamond,1,1
55,55,./trafficsigns_dataset\diamond\rightofway\00208_00000.png,diamond,1,1
56,56,./trafficsigns_dataset\diamond\rightofway\00208_00001.png,diamond,1,1
57,57,./trafficsigns_dataset\diamond\rightofway\00208_00002.png,diamond,1,1
58,58,./trafficsigns_dataset\diamond\rightofway\00222_00000.png,diamond,1,1
59,59,./trafficsigns_dataset\diamond\rightofway\00222_00001.png,diamond,1,1
60,60,./trafficsigns_dataset\diamond\rightofway\00222_00002.png,diamond,1,1
61,61,./trafficsigns_dataset\diamond\rightofway\00547_00000.png,diamond,1,1
62,62,./trafficsigns_dataset\diamond\rightofway\00927_00000.png,diamond,1,1
63,63,./trafficsigns_dataset\diamond\rightofway\00927_00001.png,diamond,1,1
64,64,./trafficsigns_dataset\diamond\rightofway\00928_00000.png,diamond,1,1
65,65,./trafficsigns_dataset\diamond\rightofway\00928_00001.png,diamond,1,1
66,66,./trafficsigns_dataset\diamond\rightofway\00928_00002.png,diamond,1,1
67,67,./trafficsigns_dataset\diamond\rightofway\00930_00000.png,diamond,1,1
68,68,./trafficsigns_dataset\diamond\rightofway\00930_00001.png,diamond,1,1
69,69,./trafficsigns_dataset\diamond\rightofway\00930_00002.png,diamond,1,1
70,70,./trafficsigns_dataset\diamond\rightofway\00931_00000.png,diamond,1,1
71,71,./trafficsigns_dataset\diamond\rightofway\00931_00001.png,diamond,1,1
72,72,./trafficsigns_dataset\diamond\rightofway\00931_00002.png,diamond,1,1
73,73,./trafficsigns_dataset\diamond\rightofway\00935_00000.png,diamond,1,1
74,74,./trafficsigns_dataset\diamond\rightofway\00935_00001.png,diamond,1,1
75,75,./trafficsigns_dataset\diamond\rightofway\00935_00002.png,diamond,1,1
76,76,./trafficsigns_dataset\diamond\rightofway\00937_00000.png,diamond,1,1
77,77,./trafficsigns_dataset\diamond\rightofway\00937_00001.png,diamond,1,1
78,78,./trafficsigns_dataset\diamond\rightofway\00937_00002.png,diamond,1,1
79,79,./trafficsigns_dataset\diamond\rightofway\00937_00003.png,diamond,1,1
80,80,./trafficsigns_dataset\diamond\rightofway\00938_00000.png,diamond,1,1
81,81,./trafficsigns_dataset\diamond\rightofway\00938_00001.png,diamond,1,1
82,82,./trafficsigns_dataset\diamond\rightofway\00943_00000.png,diamond,1,1
83,83,./trafficsigns_dataset\diamond\rightofway\00943_00001.png,diamond,1,1
84,84,./trafficsigns_dataset\diamond\rightofway\00945_00000.png,diamond,1,1
85,85,./trafficsigns_dataset\diamond\rightofway\00945_00001.png,diamond,1,1
86,86,./trafficsigns_dataset\diamond\rightofway\00945_00002.png,diamond,1,1
87,87,./trafficsigns_dataset\diamond\rightofway\00951_00000.png,diamond,1,1
88,88,./trafficsigns_dataset\diamond\rightofway\00951_00001.png,diamond,1,1
89,89,./trafficsigns_dataset\diamond\rightofway\00951_00002.png,diamond,1,1
90,90,./trafficsigns_dataset\diamond\rightofway\00952_00000.png,diamond,1,1
91,91,./trafficsigns_dataset\diamond\rightofway\00952_00001.png,diamond,1,1
92,92,./trafficsigns_dataset\diamond\rightofway\00952_00002.png,diamond,1,1
93,93,./trafficsigns_dataset\diamond\rightofway\00957_00000.png,diamond,1,1
94,94,./trafficsigns_dataset\diamond\rightofway\00957_00001.png,diamond,1,1
95,95,./trafficsigns_dataset\diamond\rightofway\00957_00002.png,diamond,1,1
96,96,./trafficsigns_dataset\diamond\rightofway\00959_00000.png,diamond,1,1
97,97,./trafficsigns_dataset\diamond\rightofway\00959_00001.png,diamond,1,1
98,98,./trafficsigns_dataset\diamond\rightofway\00959_00002.png,diamond,1,1
99,99,./trafficsigns_dataset\diamond\rightofway\01002_00000.png,diamond,1,1
100,100,./trafficsigns_dataset\diamond\rightofway\01002_00001.png,diamond,1,1
101,101,./trafficsigns_dataset\diamond\rightofway\01002_00002.png,diamond,1,1
102,102,./trafficsigns_dataset\diamond\rightofway\01003_00000.png,diamond,1,1
103,103,./trafficsigns_dataset\diamond\rightofway\01003_00001.png,diamond,1,1
104,104,./trafficsigns_dataset\diamond\rightofway\01003_00002.png,diamond,1,1
105,105,./trafficsigns_dataset\diamond\rightofway\01012_00000.png,diamond,1,1
106,106,./trafficsigns_dataset\diamond\rightofway\01012_00001.png,diamond,1,1
107,107,./trafficsigns_dataset\diamond\rightofway\01012_00002.png,diamond,1,1
108,108,./trafficsigns_dataset\diamond\rightofway\01013_00000.png,diamond,1,1
109,109,./trafficsigns_dataset\diamond\rightofway\01013_00001.png,diamond,1,1
110,110,./trafficsigns_dataset\diamond\rightofway\01013_00002.png,diamond,1,1
111,111,./trafficsigns_dataset\diamond\rightofway\01102_00000.png,diamond,1,1
112,112,./trafficsigns_dataset\diamond\rightofway\01102_00001.png,diamond,1,1
113,113,./trafficsigns_dataset\diamond\rightofway\01102_00002.png,diamond,1,1
114,114,./trafficsigns_dataset\diamond\rightofway\01108_00000.png,diamond,1,1
115,115,./trafficsigns_dataset\diamond\rightofway\01108_00001.png,diamond,1,1
116,116,./trafficsigns_dataset\diamond\rightofway\01108_00002.png,diamond,1,1
117,117,./trafficsigns_dataset\diamond\rightofway\01109_00000.png,diamond,1,1
118,118,./trafficsigns_dataset\diamond\rightofway\01109_00001.png,diamond,1,1
119,119,./trafficsigns_dataset\diamond\rightofway\01109_00002.png,diamond,1,1
120,120,./trafficsigns_dataset\diamond\rightofway\01111_00000.png,diamond,1,1
121,121,./trafficsigns_dataset\diamond\rightofway\01111_00001.png,diamond,1,1
122,122,./trafficsigns_dataset\diamond\rightofway\01111_00002.png,diamond,1,1
123,123,./trafficsigns_dataset\diamond\rightofway\01112_00000.png,diamond,1,1
124,124,./trafficsigns_dataset\diamond\rightofway\01112_00001.png,diamond,1,1
125,125,./trafficsigns_dataset\diamond\rightofway\01112_00002.png,diamond,1,1
126,126,./trafficsigns_dataset\diamond\rightofway\01231_00000.png,diamond,1,1
127,127,./trafficsigns_dataset\diamond\rightofway\01231_00001.png,diamond,1,1
128,128,./trafficsigns_dataset\diamond\rightofway\01231_00002.png,diamond,1,1
129,129,./trafficsigns_dataset\diamond\rightofway\01231_00003.png,diamond,1,1
130,130,./trafficsigns_dataset\diamond\rightofway\01232_00000.png,diamond,1,1
131,131,./trafficsigns_dataset\diamond\rightofway\01232_00001.png,diamond,1,1
132,132,./trafficsigns_dataset\diamond\rightofway\01232_00002.png,diamond,1,1
133,133,./trafficsigns_dataset\diamond\rightofway\01237_00000.png,diamond,1,1
134,134,./trafficsigns_dataset\diamond\rightofway\01237_00001.png,diamond,1,1
135,135,./trafficsigns_dataset\diamond\rightofway\01237_00002.png,diamond,1,1
136,136,./trafficsigns_dataset\diamond\rightofway\01238_00000.png,diamond,1,1
137,137,./trafficsigns_dataset\diamond\rightofway\01238_00001.png,diamond,1,1
138,138,./trafficsigns_dataset\diamond\rightofway\01238_00002.png,diamond,1,1
139,139,./trafficsigns_dataset\diamond\rightofway\01243_00000.png,diamond,1,1
140,140,./trafficsigns_dataset\diamond\rightofway\01243_00001.png,diamond,1,1
141,141,./trafficsigns_dataset\diamond\rightofway\01243_00002.png,diamond,1,1
142,142,./trafficsigns_dataset\diamond\rightofway\01244_00000.png,diamond,1,1
143,143,./trafficsigns_dataset\diamond\rightofway\01244_00001.png,diamond,1,1
144,144,./trafficsigns_dataset\diamond\rightofway\01244_00002.png,diamond,1,1
145,145,./trafficsigns_dataset\diamond\rightofway\01248_00000.png,diamond,1,1
146,146,./trafficsigns_dataset\diamond\rightofway\01248_00001.png,diamond,1,1
147,147,./trafficsigns_dataset\diamond\rightofway\01248_00002.png,diamond,1,1
148,148,./trafficsigns_dataset\diamond\rightofway\01249_00000.png,diamond,1,1
149,149,./trafficsigns_dataset\diamond\rightofway\01249_00001.png,diamond,1,1
150,150,./trafficsigns_dataset\diamond\rightofway\01249_00002.png,diamond,1,1
151,151,./trafficsigns_dataset\diamond\rightofway\01249_00003.png,diamond,1,1
152,152,./trafficsigns_dataset\diamond\rightofway\01253_00000.png,diamond,1,1
153,153,./trafficsigns_dataset\diamond\rightofway\01253_00001.png,diamond,1,1
154,154,./trafficsigns_dataset\diamond\rightofway\01253_00002.png,diamond,1,1
155,155,./trafficsigns_dataset\diamond\rightofway\01253_00003.png,diamond,1,1
156,156,./trafficsigns_dataset\diamond\rightofway\01254_00000.png,diamond,1,1
157,157,./trafficsigns_dataset\diamond\rightofway\01254_00001.png,diamond,1,1
158,158,./trafficsigns_dataset\diamond\rightofway\01254_00002.png,diamond,1,1
159,159,./trafficsigns_dataset\diamond\rightofway\01262_00000.png,diamond,1,1
160,160,./trafficsigns_dataset\diamond\rightofway\01262_00001.png,diamond,1,1
161,161,./trafficsigns_dataset\diamond\rightofway\01262_00002.png,diamond,1,1
162,162,./trafficsigns_dataset\diamond\rightofway\01263_00000.png,diamond,1,1
163,163,./trafficsigns_dataset\diamond\rightofway\01263_00001.png,diamond,1,1
164,164,./trafficsigns_dataset\diamond\rightofway\01263_00002.png,diamond,1,1
165,165,./trafficsigns_dataset\diamond\rightofway\01269_00000.png,diamond,1,1
166,166,./trafficsigns_dataset\diamond\rightofway\01269_00001.png,diamond,1,1
167,167,./trafficsigns_dataset\diamond\rightofway\01269_00002.png,diamond,1,1
168,168,./trafficsigns_dataset\diamond\rightofway\01270_00000.png,diamond,1,1
169,169,./trafficsigns_dataset\diamond\rightofway\01270_00001.png,diamond,1,1
170,170,./trafficsigns_dataset\diamond\rightofway\01275_00000.png,diamond,1,1
171,171,./trafficsigns_dataset\diamond\rightofway\01275_00001.png,diamond,1,1
172,172,./trafficsigns_dataset\diamond\rightofway\01275_00002.png,diamond,1,1
173,173,./trafficsigns_dataset\diamond\rightofway\01276_00000.png,diamond,1,1
174,174,./trafficsigns_dataset\diamond\rightofway\01276_00001.png,diamond,1,1
175,175,./trafficsigns_dataset\diamond\rightofway\01276_00002.png,diamond,1,1
176,176,./trafficsigns_dataset\diamond\rightofway\01502_00000.png,diamond,1,1
177,177,./trafficsigns_dataset\diamond\rightofway\01502_00001.png,diamond,1,1
178,178,./trafficsigns_dataset\diamond\rightofway\01502_00002.png,diamond,1,1
179,179,./trafficsigns_dataset\diamond\rightofway\01504_00000.png,diamond,1,1
180,180,./trafficsigns_dataset\diamond\rightofway\01511_00000.png,diamond,1,1
181,181,./trafficsigns_dataset\diamond\rightofway\01511_00001.png,diamond,1,1
182,182,./trafficsigns_dataset\diamond\rightofway\01511_00002.png,diamond,1,1
183,183,./trafficsigns_dataset\diamond\rightofway\01514_00000.png,diamond,1,1
184,184,./trafficsigns_dataset\diamond\rightofway\01514_00001.png,diamond,1,1
185,185,./trafficsigns_dataset\diamond\rightofway\01514_00002.png,diamond,1,1
186,186,./trafficsigns_dataset\diamond\rightofway\01519_00000.png,diamond,1,1
187,187,./trafficsigns_dataset\diamond\rightofway\01519_00001.png,diamond,1,1
188,188,./trafficsigns_dataset\diamond\rightofway\01519_00002.png,diamond,1,1
189,189,./trafficsigns_dataset\diamond\rightofway\01524_00000.png,diamond,1,1
190,190,./trafficsigns_dataset\diamond\rightofway\01524_00001.png,diamond,1,1
191,191,./trafficsigns_dataset\diamond\rightofway\01524_00002.png,diamond,1,1
192,192,./trafficsigns_dataset\diamond\rightofway\01525_00000.png,diamond,1,1
193,193,./trafficsigns_dataset\diamond\rightofway\01525_00001.png,diamond,1,1
194,194,./trafficsigns_dataset\diamond\rightofway\01525_00002.png,diamond,1,1
195,195,./trafficsigns_dataset\diamond\rightofway\01526_00000.png,diamond,1,1
196,196,./trafficsigns_dataset\diamond\rightofway\01526_00001.png,diamond,1,1
197,197,./trafficsigns_dataset\diamond\rightofway\01526_00002.png,diamond,1,1
198,198,./trafficsigns_dataset\diamond\rightofway\01528_00000.png,diamond,1,1
199,199,./trafficsigns_dataset\diamond\rightofway\01528_00001.png,diamond,1,1
200,200,./trafficsigns_dataset\diamond\rightofway\01528_00002.png,diamond,1,1
201,201,./trafficsigns_dataset\diamond\rightofway\01536_00000.png,diamond,1,1
202,202,./trafficsigns_dataset\diamond\rightofway\01536_00001.png,diamond,1,1
203,203,./trafficsigns_dataset\diamond\rightofway\01536_00002.png,diamond,1,1
204,204,./trafficsigns_dataset\diamond\rightofway\01569_00000.png,diamond,1,1
205,205,./trafficsigns_dataset\diamond\rightofway\01569_00001.png,diamond,1,1
206,206,./trafficsigns_dataset\diamond\rightofway\01588_00000.png,diamond,1,1
207,207,./trafficsigns_dataset\diamond\rightofway\01588_00001.png,diamond,1,1
208,208,./trafficsigns_dataset\diamond\rightofway\01588_00002.png,diamond,1,1
209,209,./trafficsigns_dataset\diamond\rightofway\01656_00000.png,diamond,1,1
210,210,./trafficsigns_dataset\diamond\rightofway\01656_00001.png,diamond,1,1
211,211,./trafficsigns_dataset\diamond\rightofway\01673_00000.png,diamond,1,1
212,212,./trafficsigns_dataset\diamond\rightofway\01673_00001.png,diamond,1,1
213,213,./trafficsigns_dataset\diamond\rightofway\01702_00000.png,diamond,1,1
214,214,./trafficsigns_dataset\diamond\rightofway\01702_00001.png,diamond,1,1
215,215,./trafficsigns_dataset\diamond\rightofway\01702_00002.png,diamond,1,1
216,216,./trafficsigns_dataset\diamond\rightofway\01713_00000.png,diamond,1,1
217,217,./trafficsigns_dataset\diamond\rightofway\01713_00001.png,diamond,1,1
218,218,./trafficsigns_dataset\diamond\rightofway\01713_00002.png,diamond,1,1
219,219,./trafficsigns_dataset\diamond\rightofway\01715_00000.png,diamond,1,1
220,220,./trafficsigns_dataset\diamond\rightofway\01715_00001.png,diamond,1,1
221,221,./trafficsigns_dataset\diamond\rightofway\01715_00002.png,diamond,1,1
222,222,./trafficsigns_dataset\diamond\rightofway\01745_00000.png,diamond,1,1
223,223,./trafficsigns_dataset\diamond\rightofway\01745_00001.png,diamond,1,1
224,224,./trafficsigns_dataset\diamond\rightofway\01745_00002.png,diamond,1,1
225,225,./trafficsigns_dataset\diamond\rightofway\01753_00000.png,diamond,1,1
226,226,./trafficsigns_dataset\diamond\rightofway\01753_00001.png,diamond,1,1
227,227,./trafficsigns_dataset\diamond\rightofway\01753_00002.png,diamond,1,1
228,228,./trafficsigns_dataset\diamond\rightofway\01803_00000.png,diamond,1,1
229,229,./trafficsigns_dataset\diamond\rightofway\01803_00001.png,diamond,1,1
230,230,./trafficsigns_dataset\diamond\rightofway\01803_00002.png,diamond,1,1
231,231,./trafficsigns_dataset\diamond\rightofway\01805_00000.png,diamond,1,1
232,232,./trafficsigns_dataset\diamond\rightofway\01805_00001.png,diamond,1,1
233,233,./trafficsigns_dataset\diamond\rightofway\01805_00002.png,diamond,1,1
234,234,./trafficsigns_dataset\diamond\rightofway\01873_00000.png,diamond,1,1
235,235,./trafficsigns_dataset\diamond\rightofway\01873_00001.png,diamond,1,1
236,236,./trafficsigns_dataset\diamond\rightofway\01873_00002.png,diamond,1,1
237,237,./trafficsigns_dataset\diamond\rightofway\01883_00000.png,diamond,1,1
238,238,./trafficsigns_dataset\diamond\rightofway\01883_00001.png,diamond,1,1
239,239,./trafficsigns_dataset\diamond\rightofway\01883_00002.png,diamond,1,1
240,240,./trafficsigns_dataset\diamond\rightofway\01886_00000.png,diamond,1,1
241,241,./trafficsigns_dataset\diamond\rightofway\01886_00001.png,diamond,1,1
242,242,./trafficsigns_dataset\diamond\rightofway\01886_00002.png,diamond,1,1
243,243,./trafficsigns_dataset\diamond\rightofway\01889_00000.png,diamond,1,1
244,244,./trafficsigns_dataset\diamond\rightofway\01889_00001.png,diamond,1,1
245,245,./trafficsigns_dataset\diamond\rightofway\01889_00002.png,diamond,1,1
246,246,./trafficsigns_dataset\diamond\rightofway\01894_00000.png,diamond,1,1
247,247,./trafficsigns_dataset\diamond\rightofway\01894_00001.png,diamond,1,1
248,248,./trafficsigns_dataset\diamond\rightofway\01894_00002.png,diamond,1,1
249,249,./trafficsigns_dataset\diamond\rightofway\01909_00000.png,diamond,1,1
250,250,./trafficsigns_dataset\diamond\rightofway\01909_00001.png,diamond,1,1
251,251,./trafficsigns_dataset\diamond\rightofway\01909_00002.png,diamond,1,1
252,252,./trafficsigns_dataset\diamond\rightofway\01910_00000.png,diamond,1,1
253,253,./trafficsigns_dataset\diamond\rightofway\01910_00001.png,diamond,1,1
254,254,./trafficsigns_dataset\diamond\rightofway\01910_00002.png,diamond,1,1
255,255,./trafficsigns_dataset\diamond\rightofway\01911_00000.png,diamond,1,1
256,256,./trafficsigns_dataset\diamond\rightofway\01911_00001.png,diamond,1,1
257,257,./trafficsigns_dataset\diamond\rightofway\01911_00002.png,diamond,1,1
258,258,./trafficsigns_dataset\diamond\rightofway\01916_00000.png,diamond,1,1
259,259,./trafficsigns_dataset\diamond\rightofway\01916_00001.png,diamond,1,1
260,260,./trafficsigns_dataset\diamond\rightofway\01916_00002.png,diamond,1,1
261,261,./trafficsigns_dataset\diamond\rightofway\01930_00000.png,diamond,1,1
262,262,./trafficsigns_dataset\diamond\rightofway\01930_00001.png,diamond,1,1
263,263,./trafficsigns_dataset\diamond\rightofway\01930_00002.png,diamond,1,1
264,264,./trafficsigns_dataset\diamond\rightofway\01933_00000.png,diamond,1,1
265,265,./trafficsigns_dataset\diamond\rightofway\01933_00001.png,diamond,1,1
266,266,./trafficsigns_dataset\diamond\rightofway\01933_00002.png,diamond,1,1
267,267,./trafficsigns_dataset\diamond\rightofway\01935_00000.png,diamond,1,1
268,268,./trafficsigns_dataset\diamond\rightofway\01935_00001.png,diamond,1,1
269,269,./trafficsigns_dataset\diamond\rightofway\01935_00002.png,diamond,1,1
270,270,./trafficsigns_dataset\diamond\rightofway\01955_00000.png,diamond,1,1
271,271,./trafficsigns_dataset\diamond\rightofway\01955_00001.png,diamond,1,1
272,272,./trafficsigns_dataset\diamond\rightofway\01955_00002.png,diamond,1,1
273,273,./trafficsigns_dataset\diamond\rightofway\01956_00000.png,diamond,1,1
274,274,./trafficsigns_dataset\diamond\rightofway\01956_00001.png,diamond,1,1
275,275,./trafficsigns_dataset\diamond\rightofway\01956_00002.png,diamond,1,1
276,276,./trafficsigns_dataset\diamond\rightofway\01957_00000.png,diamond,1,1
277,277,./trafficsigns_dataset\diamond\rightofway\01957_00001.png,diamond,1,1
278,278,./trafficsigns_dataset\diamond\rightofway\01957_00002.png,diamond,1,1
279,279,./trafficsigns_dataset\diamond\rightofway\01959_00000.png,diamond,1,1
280,280,./trafficsigns_dataset\diamond\rightofway\01959_00001.png,diamond,1,1
281,281,./trafficsigns_dataset\diamond\rightofway\01959_00002.png,diamond,1,1
282,325,./trafficsigns_dataset\round\bicycle\00004_00000.png,round,1,2
283,326,./trafficsigns_dataset\round\bicycle\00004_00001.png,round,1,2
284,327,./trafficsigns_dataset\round\bicycle\00004_00002.png,round,1,2
285,328,./trafficsigns_dataset\round\bicycle\00005_00000.png,round,1,2
286,329,./trafficsigns_dataset\round\bicycle\00005_00001.png,round,1,2
287,330,./trafficsigns_dataset\round\bicycle\00005_00002.png,round,1,2
288,331,./trafficsigns_dataset\round\bicycle\00049_00000.png,round,1,2
289,332,./trafficsigns_dataset\round\bicycle\00049_00001.png,round,1,2
290,333,./trafficsigns_dataset\round\bicycle\00049_00002.png,round,1,2
291,334,./trafficsigns_dataset\round\bicycle\00052_00000.png,round,1,2
292,335,./trafficsigns_dataset\round\bicycle\00052_00001.png,round,1,2
293,336,./trafficsigns_dataset\round\bicycle\00052_00002.png,round,1,2
294,337,./trafficsigns_dataset\round\bicycle\00059_00000.png,round,1,2
295,338,./trafficsigns_dataset\round\bicycle\00059_00001.png,round,1,2
296,339,./trafficsigns_dataset\round\bicycle\00059_00002.png,round,1,2
297,340,./trafficsigns_dataset\round\bicycle\00061_00000.png,round,1,2
298,341,./trafficsigns_dataset\round\bicycle\00061_00001.png,round,1,2
299,342,./trafficsigns_dataset\round\bicycle\00061_00002.png,round,1,2
300,343,./trafficsigns_dataset\round\bicycle\00067_00000.png,round,1,2
301,344,./trafficsigns_dataset\round\bicycle\00067_00001.png,round,1,2
302,345,./trafficsigns_dataset\round\bicycle\00067_00002.png,round,1,2
303,346,./trafficsigns_dataset\round\bicycle\00075_00000.png,round,1,2
304,347,./trafficsigns_dataset\round\bicycle\00075_00001.png,round,1,2
305,348,./trafficsigns_dataset\round\bicycle\00075_00002.png,round,1,2
306,349,./trafficsigns_dataset\round\bicycle\00171_00000.png,round,1,2
307,350,./trafficsigns_dataset\round\bicycle\00171_00001.png,round,1,2
308,351,./trafficsigns_dataset\round\bicycle\00171_00002.png,round,1,2
309,352,./trafficsigns_dataset\round\bicycle\00192_00000.png,round,1,2
310,353,./trafficsigns_dataset\round\bicycle\00192_00001.png,round,1,2
311,354,./trafficsigns_dataset\round\bicycle\00192_00002.png,round,1,2
312,355,./trafficsigns_dataset\round\bicycle\00392_00000.png,round,1,2
313,356,./trafficsigns_dataset\round\bicycle\00392_00001.png,round,1,2
314,357,./trafficsigns_dataset\round\bicycle\00392_00002.png,round,1,2
315,358,./trafficsigns_dataset\round\bicycle\00393_00000.png,round,1,2
316,359,./trafficsigns_dataset\round\bicycle\00393_00001.png,round,1,2
317,360,./trafficsigns_dataset\round\bicycle\00393_00002.png,round,1,2
318,361,./trafficsigns_dataset\round\bicycle\00395_00000.png,round,1,2
319,362,./trafficsigns_dataset\round\bicycle\00395_00001.png,round,1,2
320,363,./trafficsigns_dataset\round\bicycle\00395_00002.png,round,1,2
321,364,./trafficsigns_dataset\round\bicycle\00406_00000.png,round,1,2
322,365,./trafficsigns_dataset\round\bicycle\00406_00001.png,round,1,2
323,366,./trafficsigns_dataset\round\bicycle\00406_00002.png,round,1,2
324,367,./trafficsigns_dataset\round\bicycle\00416_00000.png,round,1,2
325,368,./trafficsigns_dataset\round\bicycle\00416_00001.png,round,1,2
326,369,./trafficsigns_dataset\round\bicycle\00416_00002.png,round,1,2
327,370,./trafficsigns_dataset\round\bicycle\00418_00000.png,round,1,2
328,371,./trafficsigns_dataset\round\bicycle\00418_00001.png,round,1,2
329,372,./trafficsigns_dataset\round\bicycle\00418_00002.png,round,1,2
330,373,./trafficsigns_dataset\round\bicycle\00434_00000.png,round,1,2
331,374,./trafficsigns_dataset\round\bicycle\00434_00001.png,round,1,2
332,375,./trafficsigns_dataset\round\bicycle\00434_00002.png,round,1,2
333,376,./trafficsigns_dataset\round\bicycle\00438_00000.png,round,1,2
334,377,./trafficsigns_dataset\round\bicycle\00438_00001.png,round,1,2
335,378,./trafficsigns_dataset\round\bicycle\00438_00002.png,round,1,2
336,379,./trafficsigns_dataset\round\bicycle\00446_00000.png,round,1,2
337,380,./trafficsigns_dataset\round\bicycle\00446_00001.png,round,1,2
338,381,./trafficsigns_dataset\round\bicycle\00446_00002.png,round,1,2
339,382,./trafficsigns_dataset\round\bicycle\00448_00000.png,round,1,2
340,383,./trafficsigns_dataset\round\bicycle\00448_00001.png,round,1,2
341,384,./trafficsigns_dataset\round\bicycle\00448_00002.png,round,1,2
342,385,./trafficsigns_dataset\round\bicycle\00452_00000.png,round,1,2
343,386,./trafficsigns_dataset\round\bicycle\00452_00001.png,round,1,2
344,387,./trafficsigns_dataset\round\bicycle\00452_00002.png,round,1,2
345,388,./trafficsigns_dataset\round\bicycle\00453_00000.png,round,1,2
